Material_ID,Material_Name,Category,Current_Stock,Safety_Stock,Unit_Price,Lead_Time_Days,Supplier_Rating,Last_Order_Quantity,Warehouse_Location,Reorder_Point,ABC_Classification,Seasonal_Factor,Quality_Score,Storage_Cost
1,Material_0001,C,101.45564883834481,153.5362754516739,10.2211879613091,9.0,4.094546580023043,297.2505567664399,West,96.39536138950976,C,,87.14937405173453,6.050162731939906
2,Material_0002,A,75.07149650766887,209.1012032422105,10.36848608415991,7.0,1.5811668478631264,103.03557748872431,West,114.20500782234627,C,1.0057654423348055,88.73708745561501,7.9513599745522425
3,Material_0003,C,83.46594834772785,104.3324354346598,25.55755661529775,8.0,2.8553189272665285,17.64437395380601,North,70.19199586853675,C,0.9557274006802463,92.92327197979935,8.70845054120081
4,Material_0004,C,98.49285671652589,142.2536216288113,26.407086408282055,8.0,4.099311066618485,14.880643008040707,East,95.58600945464471,C,1.4971628142794569,48.84498768240452,12.104803458543433
5,Material_0005,A,92.8315585940077,121.3271071758878,26.428472100557954,5.0,2.349318124413659,24.01814161792194,South,59.87424492324109,B,1.1112086528155425,71.94396487685701,6.099716699153501
6,Material_0006,A,72.77309013875207,75.3385353170776,17.681556722051976,10.0,3.5324272908709267,22.01579247014239,East,84.03167921280725,C,1.2864448231944232,38.43594833060434,1.4578728401364347
7,Material_0007,C,82.69686008295002,146.69277256629204,18.8643306172007,4.0,1.200852485830291,,East,102.10824810429965,B,,27.580533005190873,12.53152418797601
8,Material_0008,B,122.66173677477268,145.13009966466865,23.66364163772976,6.0,3.434755042117272,19.156559810847106,,98.12849174802085,B,,91.47256599648877,10.508543421987145
9,Material_0009,C,115.02751562873142,210.53798972968525,20.96693143767748,7.0,1.610611920002428,,East,82.06146083848175,A,1.1150849664876834,56.25616711566931,10.583750858324642
10,Material_0010,C,70.67334265604347,175.2324673821911,6.6216846314566515,9.0,4.322333300457805,8.972105143403638,North,74.63895674877419,B,1.1969923315984383,52.073972727943094,4.420076952575348
11,Material_0011,C,102.97996916287677,109.0325270268318,17.905361349142467,4.0,2.421797854321914,93.5340603161513,West,60.10338017261452,A,0.7944307779494544,,3.1058109370821625
12,Material_0012,C,122.54161370115366,224.16370265336752,13.122086237373972,5.0,2.126215450912783,,West,75.48453454568396,C,1.0486383916955773,80.48735878085166,15.40713152912904
13,Material_0013,A,49.917841566358845,198.84134782101412,21.924521408696062,6.0,4.36355590684594,32.35930862503695,West,53.79592316922539,C,1.1340369734136087,,6.633812904319064
14,Material_0014,C,116.30080577139805,173.28390813874464,89.35609921202436,6.0,1.2005760922872408,95.77437032383898,South,73.13611903471157,C,1.0890946758165811,76.40923259517935,12.94800505900721
15,Material_0015,B,80.12128723162459,140.94063604600672,24.136876898058294,10.0,2.586435197337379,14.194136291276866,South,43.87553569320207,B,,80.0806727773979,12.32098733041491
16,Material_0016,A,89.29794442484865,111.62243053106081,17.17122738988346,7.0,2.4800141623001255,1.0,,53.62665543942683,B,1.3982726644925534,49.219946098082616,6.362621390519517
17,Material_0017,B,77.1022253037245,135.11172895715788,31.84564859898392,13.0,2.1392014969982034,48.27508939046931,North,97.0561180111355,C,,77.7262210764967,
18,Material_0018,B,45.853536980064426,193.54994478816744,25.56806069903439,7.0,4.647017328005909,30.616107284411946,East,94.82788183003977,B,1.1674280060069893,43.12304543191122,7.299819265006304
19,Material_0019,B,51.173726863505124,225.38345223738435,24.78025694576976,8.0,4.003713574066889,41.869881887179375,West,74.22304322536061,C,1.4719141301256846,84.44847715220136,19.97263828125005
20,Material_0020,B,101.44254839984146,211.72974113088756,27.205666984181985,7.0,1.255692656767755,114.80004532921149,East,81.29537579239263,B,1.3324780000319087,96.30309080473678,1.538694727278222
21,Material_0021,A,107.79167505164446,130.44602312854903,56.16376412081494,6.0,3.8587497977398164,175.20400442450332,East,83.97791344698351,C,0.7708321403399593,28.99117461683154,9.592047021233968
22,Material_0022,A,72.87050124686775,105.21530266843955,11.41074873122852,11.0,3.109196532515176,50.31803997036616,,89.20656780022364,A,,95.7698504429515,
23,Material_0023,B,119.15777376332122,155.63544987644815,25.45255264617123,12.0,4.603471577606317,,West,87.06633414503386,C,0.7383924421890098,76.7469653232647,5.769288375248926
24,Material_0024,B,50.1543981319312,79.26242537748594,12.639280125612117,6.0,2.251782469393434,4.376490121289162,North,53.26448243449505,C,,87.79641445087617,
25,Material_0025,A,98.0176060405805,162.92670856739124,26.516212096816375,9.0,3.2966479984383317,8.76028184910626,East,31.138327563020923,C,0.6880487531469086,97.61017305762424,9.213116039591988
26,Material_0026,A,63.6695140071263,144.09589654805325,12.688001006976316,12.0,3.003021098963944,66.06369873358602,West,59.66222901741776,C,0.5040605862868757,,17.55947535572695
27,Material_0027,A,80.44491676593523,131.35853992527032,16.302469398805474,7.0,2.958243624910423,28.225866478347793,South,76.91339248240578,B,1.21983846135049,,12.658409847235475
28,Material_0028,C,68.96950184746254,86.21187730932817,17.33027622773212,5.0,2.8244215980688505,,North,99.20367338748699,C,0.9255342977211996,98.50685467585384,14.757425189909393
29,Material_0029,C,74.18759904148143,170.54400426278866,32.71744296444519,10.0,1.8225179021291251,18.452393090937573,West,84.68719381457964,B,0.8125747270778583,92.73818330255506,11.792284988359453
30,Material_0030,C,88.46333367310524,128.69196641352355,31.79239855215238,8.0,4.022839689969571,,East,90.68753125680095,C,1.2617208910951878,89.18519615799187,14.547316029320672
31,Material_0031,B,82.56266125727079,103.20332657158848,10.77405912268617,10.0,2.8053441309571547,10.238484798113353,West,62.06236757131255,A,1.3324867746196452,48.548546989026306,
32,Material_0032,C,28.08760917498722,35.10951146873403,20.644873986646406,5.0,,,North,78.58542200957984,C,,38.52374367982755,27.353321071224382
33,Material_0033,B,125.07076336195425,148.89940379797454,14.086403940184448,1.0,2.043233708771105,9.545851037092632,East,81.30969718914423,C,1.142013584675241,86.67925331000401,6.0172840679903725
34,Material_0034,B,66.10879436027146,220.89006386678977,10.705392052333398,5.0,3.7309753585081644,3.297697971078524,South,64.88646322542203,B,0.9615289585400517,91.17380855072683,1.6451342653304388
35,Material_0035,C,115.89412533745849,216.4503685819148,18.020166192155724,9.0,4.762868318556434,20.050578644152374,South,58.60880188245356,B,0.8052643016074359,62.21128112904878,15.292787731724498
36,Material_0036,B,105.37291978923932,131.71614973654914,17.214612821472336,3.0,3.65383329206437,13.142341274706945,South,75.46644445807924,A,0.7223182092142263,96.68315577263951,5.805338639955448
37,Material_0037,C,25.850664996181322,125.91151758552877,67.5831196923025,4.0,4.4850916304695785,109.9074876092754,West,93.22472696229717,C,,40.68032209199639,6.606470331865337
38,Material_0038,C,76.09314233588569,168.75097024300095,24.940173892971966,6.0,,,North,61.900970221737126,B,0.9091893747197988,66.17900847536808,2.6192056338136394
39,Material_0039,A,88.05166594597468,110.06458243246834,,11.0,2.4404708619560154,9.716489954746388,South,75.83614534438524,C,1.4917863552879298,94.5397446177641,
40,Material_0040,C,93.90863841871023,162.07167599277864,15.144129996767631,2.0,3.400495759757986,,East,107.09979268683215,C,0.5008536974374033,42.95529027270247,23.237366336303573
41,Material_0041,A,111.13437620113926,180.64321113538762,33.4714102041968,3.0,1.6250453592454224,32.79904331655272,East,69.6131737823774,C,0.6972058972310008,38.358872786376075,7.0604332510598065
42,Material_0042,C,81.88044439852538,199.0773289553723,57.06673579700777,4.0,3.142103530782398,,East,80.14565974100839,C,0.6883929824035738,96.67498054107325,9.923507106366571
43,Material_0043,C,102.597693624187,145.99383694080188,9.08848605652492,8.0,1.9216878872573488,1.0,West,77.88583838048623,A,,,4.870360097052386
44,Material_0044,A,95.32968293823761,141.85304999292137,7.846266451884174,5.0,3.9749472598097824,221.42632741035976,North,76.24416743687723,C,,93.05901092248328,34.58248163771434
45,Material_0045,A,91.90455722379005,114.88069652973755,51.18684613876755,,3.1122336875684984,53.76940847354825,North,113.36956328668018,C,,93.75374424196939,2.8840020910779733
46,Material_0046,C,107.63262529903639,116.9247858384056,24.405465147780145,8.0,2.644909450526642,22.738503046424587,South,86.11506618068121,C,0.648624130469905,88.12328589203297,11.658933923488473
47,Material_0047,B,110.12807986225607,140.94084432393893,13.011760912561233,8.0,2.0751883846679102,31.784708340802183,North,48.59635800525285,C,0.9049970388769477,,8.402620612129507
48,Material_0048,A,87.64369101632597,164.69462027264711,,6.0,4.994793927365148,15.499800713904857,East,110.56839693146182,C,0.603199811905836,93.32913891346857,8.080524584752135
49,Material_0049,B,85.3718132778252,186.54338504932997,5.3769759791880904,7.0,1.2868420835397307,21.1463682629456,East,85.49626922394975,A,1.0330432878885831,36.07510825074062,11.160378100246064
50,Material_0050,B,87.02325436541138,117.8728419727862,20.119464977422556,3.0,,52.354787545781164,West,72.52851272694063,C,0.5979383653828559,,2.7025236893289457
51,Material_0051,B,111.8335642713489,209.70754275838087,23.662951245482457,5.0,1.8690296019754582,107.19870399184343,East,106.9888501127765,C,,42.61507169343876,28.942961334656104
52,Material_0052,A,87.3704655753921,139.15505595829725,31.8849805502095,8.0,4.884289834511279,10.17501393627865,North,64.42620073749877,C,1.0666017175404896,76.93464873972464,13.656233135865865
53,Material_0053,B,108.69324570689238,149.14530822606255,12.098143654549553,8.0,4.916952673279938,91.74217143607638,East,114.31400185761208,C,1.223967873773517,96.44075458618438,11.210976641875654
54,Material_0054,A,96.08922626726965,120.11153283408706,20.964773580877917,7.0,3.619710939088544,6.480191751788091,South,81.86605285135121,B,,,13.269156199471785
55,Material_0055,B,42.42431167126587,53.03038958908233,12.64532633180725,5.0,4.520426668825619,12.103082749598439,West,100.11117694012356,C,0.8814912932422273,19.058174922804596,8.088144058634182
56,Material_0056,C,90.21929403496476,185.361815854442,22.82124448619441,7.0,1.8558469233631816,1.894195332450909,,141.350042231733,C,0.5982088890488636,53.580409755825166,19.30959861204483
57,Material_0057,C,136.03641766491836,179.47375588369732,12.83693854577852,6.0,4.888168376706494,7.588368064850076,North,83.60183077622172,A,1.0238556070428226,,23.412567710208272
58,Material_0058,A,87.75773880935346,138.74689771527147,16.37817376449025,4.0,,,East,78.06336199919653,C,1.014502164857092,23.390579120146946,4.106152605937527
59,Material_0059,C,38.856263944664384,152.67962868899488,12.208010108994655,,1.404500752726633,30.757366053418927,East,58.65940790811841,B,,55.096076564993055,
60,Material_0060,C,69.75741067247787,170.63756870816397,27.8147963221976,6.0,1.4488461569890916,,North,77.58859086461571,C,1.2405183646824494,59.7663361452769,11.321739364598555
61,Material_0061,B,43.87624236922433,87.4981657245383,30.852739847746836,9.0,3.2925116930902587,160.60349940893332,North,59.276564494653364,B,,33.503644280628855,3.708766058754835
62,Material_0062,A,89.45459547876074,128.8378929061482,17.862252994865624,,,105.5950581581732,South,76.26063141064114,C,,91.92038384741485,
63,Material_0063,B,100.55255137568655,181.77058718487308,20.473246754562798,,2.4666687114985324,70.2601037056685,North,137.89368260946668,A,0.6438657428068438,80.1214853957816,
64,Material_0064,B,79.86273845858403,99.82842307323003,9.73477272797097,13.0,4.911583951144506,,East,82.39195909149717,B,1.1220595092821082,99.43989239003444,16.867338172855163
65,Material_0065,B,109.80782121292488,161.74231728666518,17.29057708588178,9.0,2.737680552473318,12.43136486069248,South,68.92624968151794,B,0.5803231056895334,51.5297532786264,8.792270696144215
66,Material_0066,B,93.42698413573407,95.7367278150638,19.587619166736005,12.0,1.6017942030928651,90.50715884443622,,75.80563846354336,B,1.1946222874404766,58.68012087086847,17.657943489981665
67,Material_0067,B,124.88216743550467,168.65719929734107,74.47001383596381,3.0,2.863866992744547,58.55772915245541,East,71.76257201513731,C,0.8818390965611267,35.80385462757656,
68,Material_0068,B,33.66594072976345,148.57434070810066,11.519214729621917,6.0,3.7161486616897594,101.91853074128258,,100.96803746283254,A,0.6324989562662866,34.08046506768883,15.687729189332533
69,Material_0069,B,68.3157818910237,85.39472736377962,41.76625092927941,10.0,4.328903122017515,79.70568790333347,West,78.19550804199682,C,1.3620508569761278,98.83293175835186,2.0981793404251246
70,Material_0070,A,123.12595581660901,196.58957417828685,33.063481214154116,8.0,2.8350731598263716,21.27025957557721,West,112.17776186826276,C,1.1140083390389375,49.831271252391126,
